 
Driving Voltage = 0.307000 mVrms 
 Delay Time = 500 ms 
 SEN (V) = aqn
 
 Peak Amp (mV) = 7.209717 
 Res. Freq. (Hz) = 32749.599609 
 Q = 3274.959961 
 Decay Time (ms) = 31.847134 
32449.500000 	 0.988831 	32449.500000 	 1.321301 	
32451.500000 	 0.990234 	32451.500000 	 1.327820 	
32453.500000 	 0.992157 	32453.500000 	 1.328853 	
32455.500000 	 0.990784 	32455.500000 	 1.327948 	
32457.500000 	 0.988098 	32457.500000 	 1.323804 	
32459.500000 	 0.995117 	32459.500000 	 1.323570 	
32461.500000 	 0.992615 	32461.500000 	 1.323037 	
32463.500000 	 0.999939 	32463.500000 	 1.322025 	
32465.500000 	 0.994995 	32465.500000 	 1.324710 	
32467.500000 	 0.990143 	32467.500000 	 1.320118 	
32469.500000 	 0.998932 	32469.500000 	 1.318989 	
32471.500000 	 0.998383 	32471.500000 	 1.318872 	
32473.500000 	 0.998169 	32473.500000 	 1.321620 	
32475.500000 	 1.003998 	32475.500000 	 1.322014 	
32477.500000 	 1.001282 	32477.500000 	 1.319682 	
32479.500000 	 1.003967 	32479.500000 	 1.320960 	
32481.500000 	 0.999542 	32481.500000 	 1.320821 	
32483.500000 	 0.998718 	32483.500000 	 1.320960 	
32485.500000 	 0.997131 	32485.500000 	 1.321034 	
32487.500000 	 1.001404 	32487.500000 	 1.317370 	
32489.500000 	 0.997864 	32489.500000 	 1.324901 	
32491.500000 	 1.001160 	32491.500000 	 1.322281 	
32493.500000 	 1.003906 	32493.500000 	 1.318520 	
32495.500000 	 1.007751 	32495.500000 	 1.326041 	
32497.500000 	 1.004486 	32497.500000 	 1.322473 	
32499.500000 	 1.004150 	32499.500000 	 1.322973 	
32501.500000 	 1.010590 	32501.500000 	 1.319767 	
32503.500000 	 1.010162 	32503.500000 	 1.323261 	
32505.500000 	 1.012115 	32505.500000 	 1.322963 	
32507.500000 	 1.010742 	32507.500000 	 1.322792 	
32509.500000 	 1.009369 	32509.500000 	 1.326180 	
32511.500000 	 1.016052 	32511.500000 	 1.321780 	
32513.500000 	 1.010803 	32513.500000 	 1.319756 	
32515.500000 	 1.017700 	32515.500000 	 1.317178 	
32517.500000 	 1.016632 	32517.500000 	 1.322792 	
32519.500000 	 1.019653 	32519.500000 	 1.317668 	
32521.500000 	 1.015259 	32521.500000 	 1.321983 	
32523.500000 	 1.019012 	32523.500000 	 1.322068 	
32525.500000 	 1.018982 	32525.500000 	 1.323101 	
32527.500000 	 1.023132 	32527.500000 	 1.323058 	
32529.500000 	 1.017975 	32529.500000 	 1.319969 	
32531.500000 	 1.024384 	32531.500000 	 1.321567 	
32533.500000 	 1.023682 	32533.500000 	 1.320502 	
32535.500000 	 1.025421 	32535.500000 	 1.323964 	
32537.500000 	 1.023895 	32537.500000 	 1.322547 	
32539.500000 	 1.023926 	32539.500000 	 1.322856 	
32541.500000 	 1.028046 	32541.500000 	 1.319564 	
32543.500000 	 1.028625 	32543.500000 	 1.322451 	
32545.500000 	 1.027771 	32545.500000 	 1.317956 	
32547.500000 	 1.027039 	32547.500000 	 1.318030 	
32549.500000 	 1.029877 	32549.500000 	 1.322366 	
32551.500000 	 1.035950 	32551.500000 	 1.321652 	
32553.500000 	 1.031311 	32553.500000 	 1.319863 	
32555.500000 	 1.030273 	32555.500000 	 1.321322 	
32557.500000 	 1.035278 	32557.500000 	 1.320480 	
32559.500000 	 1.036438 	32559.500000 	 1.317945 	
32561.500000 	 1.037659 	32561.500000 	 1.320566 	
32563.500000 	 1.036926 	32563.500000 	 1.319895 	
32565.500000 	 1.041687 	32565.500000 	 1.325008 	
32567.500000 	 1.044250 	32567.500000 	 1.324837 	
32569.500000 	 1.043488 	32569.500000 	 1.319298 	
32571.500000 	 1.048615 	32571.500000 	 1.321620 	
32573.500000 	 1.047394 	32573.500000 	 1.320054 	
32575.500000 	 1.046509 	32575.500000 	 1.321940 	
32577.500000 	 1.051300 	32577.500000 	 1.317604 	
32579.500000 	 1.048615 	32579.500000 	 1.312843 	
32581.500000 	 1.052582 	32581.500000 	 1.318488 	
32583.500000 	 1.058685 	32583.500000 	 1.320864 	
32585.500000 	 1.056122 	32585.500000 	 1.319362 	
32587.500000 	 1.061279 	32587.500000 	 1.320438 	
32589.500000 	 1.059753 	32589.500000 	 1.318776 	
32591.500000 	 1.058655 	32591.500000 	 1.320576 	
32593.500000 	 1.061005 	32593.500000 	 1.323367 	
32595.500000 	 1.060577 	32595.500000 	 1.315250 	
32597.500000 	 1.067413 	32597.500000 	 1.316997 	
32599.500000 	 1.070801 	32599.500000 	 1.317519 	
32601.500000 	 1.069641 	32601.500000 	 1.321897 	
32603.500000 	 1.073090 	32603.500000 	 1.316688 	
32605.500000 	 1.077759 	32605.500000 	 1.316656 	
32607.500000 	 1.076111 	32607.500000 	 1.316156 	
32609.500000 	 1.078918 	32609.500000 	 1.318670 	
32611.500000 	 1.084229 	32611.500000 	 1.319468 	
32613.500000 	 1.084137 	32613.500000 	 1.319255 	
32615.500000 	 1.091278 	32615.500000 	 1.324603 	
32617.500000 	 1.087250 	32617.500000 	 1.318425 	
32619.500000 	 1.093689 	32619.500000 	 1.319959 	
32621.500000 	 1.096527 	32621.500000 	 1.318393 	
32623.500000 	 1.096649 	32623.500000 	 1.324582 	
32625.500000 	 1.098633 	32625.500000 	 1.315506 	
32627.500000 	 1.101868 	32627.500000 	 1.315090 	
32629.500000 	 1.109406 	32629.500000 	 1.318073 	
32631.500000 	 1.106934 	32631.500000 	 1.313993 	
