26.638275 	 4.083130 	 0.026088 	 0.058716
26.593863 	 4.033356 	 0.010376 	 0.060760
26.546278 	 4.078094 	 0.008021 	 0.052429
26.500053 	 4.066986 	 0.009438 	 0.048798
26.450203 	 4.061218 	 0.016831 	 0.057007
26.404884 	 3.918243 	 0.039734 	 0.085907
26.359113 	 4.075134 	 0.017129 	 0.084930
26.316060 	 4.161194 	 0.012528 	 0.071747
26.266663 	 4.066742 	 0.033748 	 0.085968
26.218172 	 4.211182 	 0.007095 	 0.072083
26.177385 	 3.976196 	 0.007744 	 0.056000
26.128441 	 4.098602 	 0.010951 	 0.052460
26.082216 	 4.082245 	 0.006701 	 0.049500
26.037804 	 4.077240 	 0.042834 	 0.081787
25.990219 	 4.170593 	 0.000660 	 0.067657
25.941728 	 3.883392 	 0.022594 	 0.066772
25.896410 	 4.086548 	 0.011494 	 0.064240
25.850638 	 4.103546 	 0.008639 	 0.055237
25.803960 	 4.099548 	 0.024363 	 0.067749
25.759547 	 3.972412 	 0.050014 	 0.105133
25.713322 	 4.139008 	 0.034664 	 0.116669
25.667097 	 4.098633 	 0.016117 	 0.096405
25.620419 	 4.058197 	 0.006317 	 0.069702
25.574194 	 4.143127 	 0.010631 	 0.057312
25.524797 	 4.010284 	 0.026184 	 0.069855
25.479025 	 3.982239 	 0.015382 	 0.071167
25.433707 	 3.986389 	 0.017747 	 0.069794
25.388388 	 4.166718 	 0.013891 	 0.065277
25.340804 	 4.116486 	 0.022893 	 0.070984
25.293672 	 4.005951 	 0.039298 	 0.095276
25.246088 	 4.066589 	 0.010333 	 0.082428
25.199409 	 4.126068 	 0.040011 	 0.096100
25.155450 	 4.031067 	 0.039585 	 0.114227
25.108772 	 4.210480 	 0.026909 	 0.106598
25.062094 	 4.086334 	 0.013049 	 0.085541
25.016776 	 4.130493 	 0.013018 	 0.070343
24.969644 	 4.058716 	 0.001694 	 0.052460
24.923419 	 4.137634 	 0.024150 	 0.062347
24.879460 	 4.019226 	 0.040672 	 0.092072
24.832782 	 4.086853 	 -0.027249 	 0.041565
24.787917 	 4.095398 	 0.021604 	 0.042908
24.739426 	 4.221161 	 0.015830 	 0.056976
24.691841 	 3.998779 	 0.018482 	 0.064728
24.645616 	 4.052521 	 0.043431 	 0.094910
24.599391 	 4.044403 	 0.012314 	 0.085052
24.551807 	 4.001923 	 0.005060 	 0.061066
24.505582 	 4.097870 	 0.014914 	 0.057861
24.461169 	 4.067078 	 0.002653 	 0.046875
24.412225 	 4.017120 	 0.044113 	 0.081268
24.366907 	 4.031921 	 0.009342 	 0.077728
24.319775 	 4.204041 	 -0.003590 	 0.046173
24.275816 	 4.161499 	 0.042078 	 0.075439
24.227779 	 4.229065 	 0.025715 	 0.090637
24.181100 	 4.113312 	 0.010152 	 0.074188
24.136688 	 4.083344 	 0.015915 	 0.067108
24.087291 	 4.114594 	 -0.009001 	 0.040253
24.039706 	 3.958313 	 0.008362 	 0.036255
23.993935 	 4.064117 	 -0.025843 	 0.005127
23.947710 	 4.035339 	 0.043399 	 0.050110
23.902844 	 4.123322 	 0.030658 	 0.085052
23.853900 	 4.140137 	 0.021007 	 0.085449
23.810394 	 4.080109 	 0.024842 	 0.085602
23.760091 	 4.062500 	 0.020347 	 0.082245
23.717038 	 4.084351 	 0.007393 	 0.066437
23.671719 	 3.954102 	 0.023585 	 0.070526
23.624588 	 3.966583 	 0.027473 	 0.083008
23.578816 	 4.092194 	 0.036858 	 0.100067
23.527153 	 4.193024 	 0.019388 	 0.093689
23.485007 	 4.162933 	 0.004645 	 0.067322
23.437875 	 4.273132 	 0.006093 	 0.052551
23.391650 	 3.844574 	 0.048278 	 0.088684
23.345425 	 4.007111 	 0.002844 	 0.075165
23.301466 	 4.064148 	 0.015414 	 0.063141
23.252975 	 4.090210 	 0.023212 	 0.071533
23.205391 	 4.112274 	 0.020197 	 0.075409
23.160526 	 3.950287 	 0.033566 	 0.089996
23.113394 	 4.223450 	 -0.009033 	 0.056427
23.067622 	 4.108276 	 0.038062 	 0.074524
23.021397 	 4.192017 	 -0.016959 	 0.043671
22.975172 	 3.943329 	 0.024107 	 0.050323
22.926682 	 4.025024 	 0.022935 	 0.070190
22.880457 	 4.080322 	 0.019526 	 0.074463
22.835591 	 4.145721 	 0.029614 	 0.084473
22.787100 	 4.174164 	 -0.006253 	 0.056335
22.741328 	 4.092377 	 0.032725 	 0.070374
22.694197 	 4.060059 	 0.015574 	 0.074463
22.645706 	 4.100006 	 0.028783 	 0.082275
22.601747 	 4.167236 	 0.024757 	 0.087097
22.555069 	 4.021973 	 0.031894 	 0.094910
22.510657 	 3.954224 	 0.010365 	 0.079132
22.463979 	 3.976837 	 0.007191 	 0.058380
22.417300 	 4.129364 	 0.031702 	 0.075226
22.368810 	 4.032349 	 -0.003665 	 0.055725
22.323491 	 3.962402 	 0.024309 	 0.060425
22.277719 	 4.258575 	 0.026195 	 0.078247
22.232401 	 4.031372 	 0.039788 	 0.100555
22.185722 	 4.103455 	 0.006626 	 0.081268
22.137685 	 4.073059 	 0.016682 	 0.069153
22.087834 	 4.023071 	 0.016948 	 0.069000
22.045688 	 4.108337 	 0.009215 	 0.059753
21.999463 	 4.116486 	 0.029795 	 0.074402
21.951878 	 4.072327 	 0.041524 	 0.101776
21.904294 	 4.085022 	 -0.013795 	 0.060364
21.860788 	 4.043304 	 0.018024 	 0.051239
21.812750 	 3.961090 	 0.018429 	 0.061890
21.768338 	 4.115112 	 -0.009246 	 0.037964
21.719847 	 4.083893 	 0.014147 	 0.040741
21.674529 	 4.093903 	 0.024682 	 0.062775
21.627850 	 4.063416 	 0.010152 	 0.061890
21.582079 	 4.091339 	 0.025151 	 0.070770
21.533134 	 4.091217 	 0.015745 	 0.071198
21.490535 	 4.047394 	 0.013934 	 0.064880
21.442497 	 4.053802 	 -0.016884 	 0.029968
21.392647 	 3.989471 	 0.007840 	 0.027618
21.349141 	 4.119629 	 0.025055 	 0.054901
21.302010 	 4.045837 	 0.041652 	 0.091339
21.255331 	 3.958038 	 0.024150 	 0.094391
21.211372 	 4.095001 	 -0.007489 	 0.056732
21.165601 	 4.045959 	 0.005965 	 0.041870
21.118469 	 4.180328 	 0.023851 	 0.059631
21.071791 	 4.200745 	 0.007947 	 0.058319
21.024207 	 4.156097 	 0.013018 	 0.056152
20.981607 	 4.097321 	 0.019675 	 0.063538
20.931303 	 4.011627 	 -0.005444 	 0.042847
20.885078 	 4.154968 	 0.031883 	 0.063416
20.838400 	 4.091125 	 0.017044 	 0.071747
20.792175 	 3.944946 	 0.033034 	 0.086700
20.749576 	 4.210602 	 0.034504 	 0.101746
20.699272 	 4.138367 	 -0.007670 	 0.064606
20.650781 	 4.146362 	 0.002567 	 0.041687
20.605916 	 4.100769 	 0.014072 	 0.048187
20.559691 	 4.032227 	 -0.010056 	 0.029602
20.512106 	 3.969452 	 0.014477 	 0.037323
20.465428 	 4.115112 	 0.005539 	 0.041992
20.419656 	 4.104401 	 0.023968 	 0.057434
20.375697 	 4.026306 	 0.027708 	 0.077209
20.327660 	 4.140198 	 0.048747 	 0.109528
20.281435 	 3.981415 	 0.001555 	 0.083038
20.237022 	 4.084015 	 -0.014381 	 0.034973
20.188531 	 4.034241 	 -0.006179 	 0.015961
20.141400 	 3.895294 	 0.002503 	 0.020142
20.097441 	 4.063904 	 -0.002429 	 0.019775
20.048044 	 3.997253 	 0.059474 	 0.083008
20.003632 	 4.054291 	 0.037891 	 0.114044
19.955594 	 4.056274 	 0.028070 	 0.107666
19.908463 	 4.152161 	 0.013657 	 0.085663
19.859518 	 4.012329 	 0.006061 	 0.062469
19.816466 	 4.116425 	 -0.000714 	 0.042419
19.768881 	 4.158142 	 0.018738 	 0.052246
19.724922 	 4.082245 	 0.012826 	 0.057007
19.678244 	 4.061340 	 0.030562 	 0.076508
19.631566 	 4.110138 	 0.019793 	 0.080719
19.584888 	 4.003357 	 -0.011398 	 0.045197
19.540929 	 4.125183 	 0.024320 	 0.053741
19.492438 	 4.131592 	 0.033162 	 0.081543
19.447572 	 4.075439 	 -0.000064 	 0.063171
