 
Driving Voltage = 0.307000 mVrms 
 Delay Time = 500 ms 
 SEN (V) = aqn
 
 Peak Amp (mV) = 7.221954 
 Res. Freq. (Hz) = 32749.500000 
 Q = 3307.899902 
 Decay Time (ms) = 32.167553 
32449.500000 	 0.992493 	32449.500000 	 1.342659 	
32451.500000 	 0.993408 	32451.500000 	 1.338281 	
32453.500000 	 0.997559 	32453.500000 	 1.339751 	
32455.500000 	 0.998077 	32455.500000 	 1.335107 	
32457.500000 	 0.994293 	32457.500000 	 1.342840 	
32459.500000 	 0.996277 	32459.500000 	 1.339591 	
32461.500000 	 0.997925 	32461.500000 	 1.340699 	
32463.500000 	 0.997498 	32463.500000 	 1.336214 	
32465.500000 	 0.999725 	32465.500000 	 1.340593 	
32467.500000 	 1.000275 	32467.500000 	 1.339474 	
32469.500000 	 1.000031 	32469.500000 	 1.338238 	
32471.500000 	 0.999817 	32471.500000 	 1.337685 	
32473.500000 	 1.000092 	32473.500000 	 1.339091 	
32475.500000 	 0.998138 	32475.500000 	 1.337514 	
32477.500000 	 1.001587 	32477.500000 	 1.342574 	
32479.500000 	 1.005005 	32479.500000 	 1.338483 	
32481.500000 	 1.004425 	32481.500000 	 1.340401 	
32483.500000 	 1.007141 	32483.500000 	 1.337056 	
32485.500000 	 1.006470 	32485.500000 	 1.340273 	
32487.500000 	 1.007141 	32487.500000 	 1.343639 	
32489.500000 	 1.007416 	32489.500000 	 1.341253 	
32491.500000 	 1.006775 	32491.500000 	 1.340326 	
32493.500000 	 1.010712 	32493.500000 	 1.335756 	
32495.500000 	 1.006378 	32495.500000 	 1.334158 	
32497.500000 	 1.012360 	32497.500000 	 1.337631 	
32499.500000 	 1.010620 	32499.500000 	 1.338175 	
32501.500000 	 1.014984 	32501.500000 	 1.344023 	
32503.500000 	 1.013855 	32503.500000 	 1.339357 	
32505.500000 	 1.013885 	32505.500000 	 1.334127 	
32507.500000 	 1.013885 	32507.500000 	 1.339464 	
32509.500000 	 1.016785 	32509.500000 	 1.336182 	
32511.500000 	 1.013184 	32511.500000 	 1.333402 	
32513.500000 	 1.019897 	32513.500000 	 1.337866 	
32515.500000 	 1.022583 	32515.500000 	 1.336417 	
32517.500000 	 1.016052 	32517.500000 	 1.339826 	
32519.500000 	 1.018982 	32519.500000 	 1.335021 	
32521.500000 	 1.017548 	32521.500000 	 1.341424 	
32523.500000 	 1.019470 	32523.500000 	 1.339975 	
32525.500000 	 1.028625 	32525.500000 	 1.341221 	
32527.500000 	 1.024170 	32527.500000 	 1.336364 	
32529.500000 	 1.023132 	32529.500000 	 1.338601 	
32531.500000 	 1.022736 	32531.500000 	 1.339698 	
32533.500000 	 1.030548 	32533.500000 	 1.335756 	
32535.500000 	 1.032379 	32535.500000 	 1.340582 	
32537.500000 	 1.024902 	32537.500000 	 1.338079 	
32539.500000 	 1.027618 	32539.500000 	 1.340550 	
32541.500000 	 1.028137 	32541.500000 	 1.339261 	
32543.500000 	 1.031586 	32543.500000 	 1.338430 	
32545.500000 	 1.035980 	32545.500000 	 1.341914 	
32547.500000 	 1.032867 	32547.500000 	 1.336300 	
32549.500000 	 1.037231 	32549.500000 	 1.336438 	
32551.500000 	 1.039307 	32551.500000 	 1.338121 	
32553.500000 	 1.033752 	32553.500000 	 1.335245 	
32555.500000 	 1.035461 	32555.500000 	 1.338622 	
32557.500000 	 1.038086 	32557.500000 	 1.337109 	
32559.500000 	 1.038849 	32559.500000 	 1.340071 	
32561.500000 	 1.041687 	32561.500000 	 1.336726 	
32563.500000 	 1.043274 	32563.500000 	 1.341775 	
32565.500000 	 1.045654 	32565.500000 	 1.335629 	
32567.500000 	 1.048981 	32567.500000 	 1.339304 	
32569.500000 	 1.049255 	32569.500000 	 1.335053 	
32571.500000 	 1.045013 	32571.500000 	 1.339453 	
32573.500000 	 1.050537 	32573.500000 	 1.338675 	
32575.500000 	 1.050415 	32575.500000 	 1.333668 	
32577.500000 	 1.053864 	32577.500000 	 1.335703 	
32579.500000 	 1.053711 	32579.500000 	 1.336459 	
32581.500000 	 1.056671 	32581.500000 	 1.338739 	
32583.500000 	 1.052521 	32583.500000 	 1.335874 	
32585.500000 	 1.059265 	32585.500000 	 1.336182 	
32587.500000 	 1.062134 	32587.500000 	 1.335170 	
32589.500000 	 1.062256 	32589.500000 	 1.337642 	
32591.500000 	 1.063965 	32591.500000 	 1.335479 	
32593.500000 	 1.066437 	32593.500000 	 1.336651 	
32595.500000 	 1.067322 	32595.500000 	 1.336694 	
32597.500000 	 1.067352 	32597.500000 	 1.338782 	
32599.500000 	 1.072693 	32599.500000 	 1.334670 	
32601.500000 	 1.075012 	32601.500000 	 1.338025 	
32603.500000 	 1.076721 	32603.500000 	 1.335916 	
32605.500000 	 1.076538 	32605.500000 	 1.336278 	
32607.500000 	 1.082367 	32607.500000 	 1.333445 	
32609.500000 	 1.084717 	32609.500000 	 1.335629 	
32611.500000 	 1.088806 	32611.500000 	 1.334766 	
32613.500000 	 1.091919 	32613.500000 	 1.331921 	
32615.500000 	 1.086182 	32615.500000 	 1.334894 	
32617.500000 	 1.093597 	32617.500000 	 1.334137 	
32619.500000 	 1.094574 	32619.500000 	 1.334137 	
32621.500000 	 1.100464 	32621.500000 	 1.339357 	
32623.500000 	 1.098541 	32623.500000 	 1.338846 	
32625.500000 	 1.104950 	32625.500000 	 1.337056 	
32627.500000 	 1.109344 	32627.500000 	 1.335298 	
32629.500000 	 1.109802 	32629.500000 	 1.337546 	
32631.500000 	 1.110291 	32631.500000 	 1.339954 	
